"Time","Value"
580,1.2861
581,1.2876
582,1.289
583,1.2904
584,1.2917
585,1.293
586,1.2942
587,1.2952
588,1.2962
589,1.2971
590,1.2979
591,1.2986
592,1.2992
593,1.2996
594,1.2999
595,1.3001
596,1.3002
597,1.3001
598,1.2998
599,1.2994
600,1.2989
601,1.2982
602,1.2974
603,1.2964
604,1.2953
605,1.2939
606,1.2925
607,1.2909
608,1.2891
609,1.2871
610,1.285
611,1.2828
612,1.2803
613,1.2778
614,1.2751
615,1.2722
616,1.2692
617,1.266
618,1.2627
619,1.2593
620,1.2557
621,1.252
622,1.2481
623,1.2442
624,1.2401
625,1.2359
626,1.2316
627,1.2271
628,1.2226
629,1.218
630,1.2132
631,1.2084
632,1.2034
633,1.1984
634,1.1933
635,1.1881
636,1.1829
637,1.1775
638,1.1721
639,1.1667
640,1.1611
641,1.1555
642,1.1499
643,1.1442
644,1.1384
645,1.1326
646,1.1267
647,1.1208
648,1.1149
649,1.109
650,1.103
651,1.0969
652,1.0909
653,1.0848
654,1.0787
655,1.0726
656,1.0665
657,1.0603
658,1.0542
659,1.048
660,1.0418
661,1.0356
662,1.0295
663,1.0233
664,1.0171
665,1.0109
666,1.0047
667,0.99858
668,0.99242
669,0.98628
670,0.98014
671,0.97402
672,0.96792
673,0.96183
674,0.95576
675,0.94971
676,0.94368
677,0.93767
678,0.93168
679,0.92572
680,0.91979
681,0.91388
682,0.908
683,0.90215
684,0.89633
685,0.89054
686,0.88478
687,0.87906
688,0.87337
689,0.86771
690,0.86208
691,0.8565
692,0.85094
693,0.84543
694,0.83995
695,0.83451
696,0.8291
697,0.82373
698,0.8184
699,0.81311
700,0.80785
701,0.80263
702,0.79745
703,0.79231
704,0.78721
705,0.78214
706,0.77711
707,0.77211
708,0.76715
709,0.76223
710,0.75734
711,0.75249
712,0.74767
713,0.74288
714,0.73813
715,0.73341
716,0.72872
717,0.72407
718,0.71944
719,0.71484
720,0.71028
721,0.70574
722,0.70122
723,0.69674
724,0.69228
725,0.68784
726,0.68343
727,0.67905
728,0.67469
729,0.67035
730,0.66603
731,0.66173
732,0.65745
733,0.6532
734,0.64896
735,0.64475
736,0.64055
737,0.63637
738,0.63221
739,0.62807
740,0.62395
741,0.61984
742,0.61575
743,0.61168
744,0.60763
745,0.6036
746,0.59959
747,0.5956
748,0.59162
749,0.58767
750,0.58373
751,0.57982
752,0.57593
753,0.57206
754,0.56821
755,0.56438
756,0.56059
757,0.55681
758,0.55306
759,0.54934
760,0.54565
761,0.54199
762,0.53835
763,0.53475
764,0.53118
765,0.52764
766,0.52414
767,0.52067
768,0.51725
769,0.51385
770,0.5105
771,0.50719
772,0.50393
773,0.5007
774,0.49752
775,0.49439
776,0.49131
777,0.48828
778,0.48529
779,0.48237
780,0.47949
781,0.47667
782,0.47392
783,0.47122
784,0.46858
785,0.46601
786,0.46351
787,0.46107
788,0.45871
789,0.45642
790,0.4542
791,0.45206
792,0.45001
793,0.44803
794,0.44614
795,0.44435
796,0.44264
797,0.44103
798,0.43951
799,0.4381
800,0.4368
801,0.4356
802,0.43451
803,0.43354
804,0.43269
805,0.43197
806,0.43137
807,0.4309
808,0.43057
809,0.43038
810,0.43034
811,0.43044
812,0.4307
813,0.43111
814,0.43169
815,0.43243
816,0.43334
817,0.43443
818,0.4357
819,0.43716
820,0.4388
821,0.44063
822,0.44265
823,0.44488
824,0.4473
825,0.44993
826,0.45276
827,0.45581
828,0.45906
829,0.46252
830,0.46619
831,0.47007
832,0.47416
833,0.47845
834,0.48296
835,0.48767
836,0.49257
837,0.49768
838,0.50298
839,0.50846
840,0.51413
841,0.51998
842,0.52599
843,0.53217
844,0.5385
845,0.54497
846,0.55159
847,0.55833
848,0.5652
849,0.57217
850,0.57925
851,0.58642
852,0.59367
853,0.60099
854,0.60837
855,0.61581
856,0.62329
857,0.6308
858,0.63834
859,0.64589
860,0.65345
861,0.66101
862,0.66855
863,0.67608
864,0.68358
865,0.69105
866,0.69847
867,0.70586
868,0.71318
869,0.72045
870,0.72766
871,0.7348
872,0.74186
873,0.74885
874,0.75575
875,0.76257
876,0.76929
877,0.77593
878,0.78247
879,0.78891
880,0.79525
881,0.80149
882,0.80762
883,0.81365
884,0.81957
885,0.82538
886,0.83108
887,0.83667
888,0.84215
889,0.84752
890,0.85277
891,0.85791
892,0.86294
893,0.86786
894,0.87266
895,0.87735
896,0.88192
897,0.88638
898,0.89073
899,0.89497
900,0.8991
901,0.90311
902,0.90701
903,0.91081
904,0.91449
905,0.91806
906,0.92153
907,0.92489
908,0.92814
909,0.93128
910,0.93432
911,0.93726
912,0.94009
913,0.94282
914,0.94545
915,0.94798
916,0.95041
917,0.95274
918,0.95497
919,0.9571
920,0.95914
921,0.96109
922,0.96294
923,0.9647
924,0.96637
925,0.96795
926,0.96944
927,0.97084
928,0.97216
929,0.97339
930,0.97454
931,0.97561
932,0.97659
933,0.97749
934,0.97832
935,0.97907
936,0.97974
937,0.98034
938,0.98086
939,0.98132
940,0.9817
941,0.98201
942,0.98226
943,0.98244
944,0.98256
945,0.98261
946,0.9826
947,0.98253
948,0.98241
949,0.98223
950,0.98199
951,0.9817
952,0.98135
953,0.98096
954,0.98052
955,0.98003
956,0.9795
957,0.97893
958,0.97831
959,0.97766
960,0.97696
961,0.97624
962,0.97548
963,0.97468
964,0.97386
965,0.97301
966,0.97213
967,0.97124
968,0.97032
969,0.96938
970,0.96842
971,0.96745
972,0.96647
973,0.96548
974,0.96448
975,0.96348
976,0.96248
977,0.96147
978,0.96047
979,0.95948
980,0.95849
981,0.95752
982,0.95656
983,0.95562
984,0.9547
985,0.9538
986,0.95294
987,0.9521
988,0.95129
989,0.95052
990,0.9498
991,0.94911
992,0.94847
993,0.94789
994,0.94735
995,0.94688
996,0.94646
997,0.94611
998,0.94583
999,0.94562
1000,0.94548
1001,0.94543
1002,0.94545
1003,0.94556
1004,0.94575
1005,0.94604
1006,0.94642
1007,0.9469
1008,0.94748
1009,0.94816
1010,0.94894
1011,0.94983
1012,0.95083
1013,0.95194
1014,0.95316
1015,0.9545
1016,0.95595
1017,0.95751
1018,0.9592
1019,0.961
1020,0.96291
1021,0.96495
1022,0.9671
1023,0.96936
1024,0.97174
1025,0.97423
1026,0.97683
1027,0.97954
1028,0.98235
1029,0.98527
1030,0.98829
1031,0.99141
1032,0.99461
1033,0.99791
1034,1.0013
1035,1.0047
1036,1.0083
1037,1.0119
1038,1.0155
1039,1.0192
1040,1.023
1041,1.0268
1042,1.0306
1043,1.0345
1044,1.0384
1045,1.0423
1046,1.0462
1047,1.0501
1048,1.054
1049,1.0578
1050,1.0617
1051,1.0655
1052,1.0693
1053,1.073
1054,1.0767
1055,1.0803
1056,1.0838
1057,1.0873
1058,1.0907
1059,1.094
1060,1.0972
1061,1.1003
1062,1.1034
1063,1.1063
1064,1.1091
1065,1.1118
1066,1.1144
1067,1.1169
1068,1.1193
1069,1.1215
1070,1.1237
1071,1.1257
1072,1.1276
1073,1.1294
1074,1.1311
1075,1.1326
1076,1.1341
1077,1.1354
1078,1.1367
1079,1.1378
1080,1.1388
1081,1.1397
1082,1.1405
1083,1.1412
1084,1.1419
1085,1.1424
1086,1.1428
1087,1.1432
1088,1.1435
1089,1.1437
1090,1.1438
1091,1.1439
1092,1.1438
1093,1.1438
1094,1.1436
1095,1.1434
1096,1.1432
1097,1.1429
1098,1.1426
1099,1.1422
1100,1.1417
1101,1.1413
1102,1.1408
1103,1.1403
1104,1.1397
1105,1.1391
1106,1.1386
1107,1.1379
1108,1.1373
1109,1.1367
1110,1.136
1111,1.1354
1112,1.1347
1113,1.1341
1114,1.1334
1115,1.1328
1116,1.1322
1117,1.1315
1118,1.1309
1119,1.1303
1120,1.1297
1121,1.1291
1122,1.1286
1123,1.1281
1124,1.1275
1125,1.1271
1126,1.1266
1127,1.1262
1128,1.1258
1129,1.1254
1130,1.125
1131,1.1247
1132,1.1244
1133,1.1242
1134,1.1239
1135,1.1238
1136,1.1236
1137,1.1235
1138,1.1234
1139,1.1234
1140,1.1234
1141,1.1234
1142,1.1234
1143,1.1235
1144,1.1237
1145,1.1239
1146,1.1241
1147,1.1243
1148,1.1246
1149,1.1249
1150,1.1252
1151,1.1256
1152,1.126
1153,1.1264
1154,1.1269
1155,1.1273
1156,1.1278
1157,1.1284
1158,1.1289
1159,1.1295
1160,1.1301
1161,1.1307
1162,1.1313
1163,1.132
1164,1.1326
1165,1.1333
1166,1.134
1167,1.1346
1168,1.1353
1169,1.136
1170,1.1367
1171,1.1373
1172,1.138
1173,1.1386
1174,1.1393
1175,1.1399
1176,1.1405
1177,1.1411
1178,1.1416
1179,1.1422
1180,1.1427
1181,1.1431
1182,1.1436
1183,1.1439
1184,1.1443
1185,1.1445
1186,1.1448
1187,1.145
1188,1.1451
1189,1.1451
1190,1.1451
1191,1.145
1192,1.1448
1193,1.1446
1194,1.1442
1195,1.1438
1196,1.1433
1197,1.1426
1198,1.1419
1199,1.1411
1200,1.1401
1201,1.1391
1202,1.1379
1203,1.1366
1204,1.1352
1205,1.1337
1206,1.132
1207,1.1302
1208,1.1283
1209,1.1263
1210,1.1241
1211,1.1218
1212,1.1193
1213,1.1167
1214,1.114
1215,1.1112
1216,1.1083
1217,1.1052
1218,1.102
1219,1.0986
1220,1.0952
1221,1.0917
1222,1.088
1223,1.0842
1224,1.0804
1225,1.0764
1226,1.0724
1227,1.0682
1228,1.064
1229,1.0597
1230,1.0554
1231,1.051
1232,1.0465
1233,1.0419
1234,1.0374
1235,1.0327
1236,1.0281
1237,1.0234
1238,1.0186
1239,1.0139
1240,1.0091
1241,1.0043
1242,0.99951
1243,0.9947
1244,0.98989
1245,0.98508
1246,0.98027
1247,0.97547
1248,0.97068
1249,0.96591
1250,0.96115
1251,0.95641
1252,0.9517
1253,0.94702
1254,0.94236
1255,0.93773
1256,0.93314
1257,0.92858
1258,0.92406
1259,0.91958
1260,0.91514
1261,0.91074
1262,0.90639
1263,0.90208
1264,0.89782
1265,0.89361
1266,0.88944
1267,0.88533
1268,0.88127
1269,0.87725
1270,0.87329
1271,0.86939
1272,0.86553
1273,0.86173
1274,0.85799
1275,0.85429
1276,0.85065
1277,0.84707
1278,0.84354
1279,0.84006
1280,0.83664
1281,0.83327
1282,0.82995
1283,0.82669
1284,0.82347
1285,0.82031
1286,0.8172
1287,0.81414
1288,0.81113
1289,0.80817
1290,0.80525
1291,0.80238
1292,0.79956
1293,0.79678
1294,0.79404
1295,0.79135
1296,0.7887
1297,0.78608
1298,0.78351
1299,0.78097
1300,0.77847
1301,0.77601
1302,0.77357
1303,0.77117
1304,0.76881
1305,0.76647
1306,0.76415
1307,0.76187
1308,0.75961
1309,0.75737
1310,0.75516
1311,0.75297
1312,0.75079
1313,0.74864
1314,0.7465
1315,0.74438
1316,0.74227
1317,0.74018
1318,0.7381
1319,0.73603
1320,0.73397
1321,0.73192
1322,0.72988
1323,0.72785
1324,0.72582
1325,0.7238
1326,0.72178
1327,0.71976
1328,0.71775
1329,0.71574
1330,0.71373
1331,0.71173
1332,0.70972
1333,0.70772
1334,0.70571
1335,0.70371
1336,0.70171
1337,0.6997
1338,0.6977
1339,0.69569
1340,0.69369
1341,0.69168
1342,0.68968
1343,0.68768
1344,0.68567
1345,0.68367
1346,0.68168
1347,0.67968
1348,0.67769
1349,0.6757
1350,0.67372
1351,0.67175
1352,0.66978
1353,0.66782
1354,0.66588
1355,0.66394
1356,0.66201
1357,0.6601
1358,0.65821
1359,0.65633
1360,0.65448
1361,0.65264
1362,0.65083
1363,0.64904
1364,0.64728
1365,0.64555
1366,0.64385
1367,0.64219
1368,0.64056
1369,0.63898
1370,0.63744
1371,0.63594
1372,0.63449
1373,0.6331
1374,0.63176
1375,0.63048
1376,0.62926
1377,0.62811
1378,0.62703
1379,0.62603
1380,0.6251
1381,0.62425
1382,0.62349
1383,0.62282
1384,0.62224
1385,0.62176
1386,0.62139
1387,0.62112
1388,0.62096
1389,0.62092
1390,0.621
1391,0.6212
1392,0.62154
1393,0.622
1394,0.6226
1395,0.62334
1396,0.62423
1397,0.62526
1398,0.62644
1399,0.62778
1400,0.62927
1401,0.63092
1402,0.63273
1403,0.6347
1404,0.63683
1405,0.63913
1406,0.64159
1407,0.64422
1408,0.64701
1409,0.64997
1410,0.65309
1411,0.65637
1412,0.65981
1413,0.6634
1414,0.66715
1415,0.67105
1416,0.67509
1417,0.67928
1418,0.68361
1419,0.68807
1420,0.69266
1421,0.69737
1422,0.70219
1423,0.70713
1424,0.71218
1425,0.71732
1426,0.72256
1427,0.72789
1428,0.73329
1429,0.73877
1430,0.74432
1431,0.74993
1432,0.75559
1433,0.7613
1434,0.76706
1435,0.77285
1436,0.77867
1437,0.78452
1438,0.79039
1439,0.79627
1440,0.80216
1441,0.80806
1442,0.81395
1443,0.81984
1444,0.82573
1445,0.83159
1446,0.83745
1447,0.84328
1448,0.84908
1449,0.85486
1450,0.86061
1451,0.86632
1452,0.872
1453,0.87764
1454,0.88324
1455,0.8888
1456,0.89431
1457,0.89978
1458,0.9052
1459,0.91056
1460,0.91588
1461,0.92114
1462,0.92635
1463,0.93151
1464,0.93661
1465,0.94166
1466,0.94665
1467,0.95158
1468,0.95645
1469,0.96127
1470,0.96602
1471,0.97072
1472,0.97536
1473,0.97994
1474,0.98446
1475,0.98892
1476,0.99332
1477,0.99766
1478,1.0019
1479,1.0062
1480,1.0103
1481,1.0144
1482,1.0185
1483,1.0224
1484,1.0264
1485,1.0302
1486,1.034
1487,1.0378
1488,1.0415
1489,1.0451
1490,1.0487
1491,1.0522
1492,1.0557
1493,1.0591
1494,1.0624
1495,1.0657
1496,1.0689
1497,1.0721
1498,1.0752
1499,1.0783
1500,1.0813
1501,1.0842
1502,1.0871
1503,1.0899
1504,1.0927
1505,1.0955
1506,1.0981
1507,1.1007
1508,1.1033
1509,1.1058
1510,1.1083
1511,1.1107
1512,1.113
1513,1.1153
1514,1.1176
1515,1.1197
1516,1.1219
1517,1.124
1518,1.126
1519,1.128
1520,1.1299
1521,1.1318
1522,1.1336
1523,1.1354
1524,1.1371
1525,1.1388
1526,1.1404
1527,1.142
1528,1.1436
1529,1.1451
1530,1.1465
1531,1.1479
1532,1.1493
1533,1.1506
1534,1.1518
1535,1.1531
1536,1.1542
1537,1.1554
1538,1.1565
1539,1.1576
1540,1.1586
1541,1.1596
1542,1.1605
1543,1.1615
1544,1.1624
1545,1.1632
1546,1.164
1547,1.1648
1548,1.1656
1549,1.1664
1550,1.1671
1551,1.1678
1552,1.1685
1553,1.1691
1554,1.1698
1555,1.1704
1556,1.171
1557,1.1716
1558,1.1722
1559,1.1728
1560,1.1734
1561,1.174
1562,1.1745
1563,1.1751
1564,1.1757
1565,1.1763
1566,1.1769
1567,1.1775
1568,1.1782
1569,1.1788
1570,1.1795
1571,1.1802
1572,1.1809
1573,1.1817
1574,1.1824
1575,1.1832
1576,1.1841
1577,1.185
1578,1.1859
1579,1.1869
1580,1.1879
1581,1.1889
1582,1.19
1583,1.1912
1584,1.1924
1585,1.1936
1586,1.1949
1587,1.1963
1588,1.1977
1589,1.1991
1590,1.2006
1591,1.2022
1592,1.2038
1593,1.2055
1594,1.2072
1595,1.209
1596,1.2108
1597,1.2126
1598,1.2145
1599,1.2165
1600,1.2184
1601,1.2204
1602,1.2225
1603,1.2245
1604,1.2266
1605,1.2287
1606,1.2308
1607,1.2329
1608,1.235
1609,1.2371
1610,1.2391
1611,1.2412
1612,1.2432
1613,1.2452
1614,1.2471
1615,1.249
1616,1.2508
1617,1.2526
1618,1.2542
1619,1.2558
1620,1.2573
1621,1.2588
1622,1.2601
1623,1.2613
1624,1.2624
1625,1.2633
1626,1.2642
1627,1.2649
1628,1.2654
1629,1.2659
1630,1.2662
1631,1.2663
1632,1.2663
1633,1.2661
1634,1.2658
1635,1.2653
1636,1.2646
1637,1.2638
1638,1.2628
1639,1.2617
1640,1.2604
1641,1.2589
1642,1.2573
1643,1.2556
1644,1.2536
1645,1.2515
1646,1.2493
1647,1.2469
1648,1.2444
1649,1.2417
1650,1.2389
1651,1.2359
1652,1.2328
1653,1.2296
1654,1.2263
1655,1.2228
1656,1.2192
1657,1.2155
1658,1.2117
1659,1.2078
1660,1.2038
1661,1.1997
1662,1.1955
1663,1.1912
1664,1.1868
1665,1.1823
1666,1.1778
1667,1.1731
1668,1.1684
1669,1.1637
1670,1.1589
1671,1.154
1672,1.149
1673,1.1441
1674,1.139
1675,1.1339
1676,1.1288
1677,1.1236
1678,1.1184
1679,1.1132
1680,1.1079
1681,1.1026
1682,1.0973
1683,1.092
1684,1.0866
1685,1.0812
1686,1.0759
1687,1.0705
1688,1.065
1689,1.0596
1690,1.0542
1691,1.0488
1692,1.0434
1693,1.0379
1694,1.0325
1695,1.0271
1696,1.0217
1697,1.0163
1698,1.0109
1699,1.0055
1700,1.0001
1701,0.99476
1702,0.98941
1703,0.98409
1704,0.97878
1705,0.97349
1706,0.96823
1707,0.96298
1708,0.95776
1709,0.95256
1710,0.94738
1711,0.94224
1712,0.93711
1713,0.93201
1714,0.92695
1715,0.9219
1716,0.91689
1717,0.91191
1718,0.90696
1719,0.90203
1720,0.89714
1721,0.89228
1722,0.88745
1723,0.88265
1724,0.87788
1725,0.87315
1726,0.86845
1727,0.86377
1728,0.85914
1729,0.85453
1730,0.84995
1731,0.84541
1732,0.84089
1733,0.83641
1734,0.83196
1735,0.82753
1736,0.82314
1737,0.81877
1738,0.81444
1739,0.81013
1740,0.80585
1741,0.80159
1742,0.79736
1743,0.79315
1744,0.78897
1745,0.78481
1746,0.78067
1747,0.77656
1748,0.77246
1749,0.76838
1750,0.76432
1751,0.76028
1752,0.75625
1753,0.75224
1754,0.74824
1755,0.74425
1756,0.74028
1757,0.73631
1758,0.73235
1759,0.72841
1760,0.72447
1761,0.72053
1762,0.7166
1763,0.71268
1764,0.70876
1765,0.70485
1766,0.70093
1767,0.69702
1768,0.69311
1769,0.68921
1770,0.6853
1771,0.6814
1772,0.6775
1773,0.6736
1774,0.6697
1775,0.6658
1776,0.6619
1777,0.65801
1778,0.65412
1779,0.65023
1780,0.64634
1781,0.64247
1782,0.63859
1783,0.63473
1784,0.63087
1785,0.62702
1786,0.62318
1787,0.61935
1788,0.61553
1789,0.61173
1790,0.60795
1791,0.60418
1792,0.60043
1793,0.5967
1794,0.59299
1795,0.5893
1796,0.58564
1797,0.582
1798,0.5784
1799,0.57482
1800,0.57127
1801,0.56776
1802,0.56429
1803,0.56085
1804,0.55745
1805,0.55408
1806,0.55077
1807,0.54749
1808,0.54427
1809,0.54109
1810,0.53796
1811,0.53489
1812,0.53187
1813,0.5289
1814,0.52599
1815,0.52315
1816,0.52037
1817,0.51765
1818,0.515
1819,0.51242
1820,0.50991
1821,0.50748
1822,0.50512
1823,0.50284
1824,0.50065
1825,0.49854
1826,0.49652
1827,0.49458
1828,0.49274
1829,0.491
1830,0.48936
1831,0.48782
1832,0.48638
1833,0.48505
1834,0.48384
1835,0.48273
1836,0.48175
1837,0.48089
1838,0.48015
1839,0.47955
1840,0.47907
1841,0.47873
1842,0.47853
1843,0.47847
1844,0.47856
1845,0.4788
1846,0.47919
1847,0.47973
1848,0.48044
1849,0.4813
1850,0.48234
1851,0.48354
1852,0.48491
1853,0.48646
1854,0.48818
1855,0.49008
1856,0.49216
1857,0.49442
1858,0.49687
1859,0.4995
1860,0.50231
1861,0.50531
1862,0.50849
1863,0.51186
1864,0.51541
1865,0.51914
1866,0.52306
1867,0.52715
1868,0.53142
1869,0.53587
1870,0.54048
1871,0.54526
1872,0.5502
1873,0.5553
1874,0.56056
1875,0.56596
1876,0.5715
1877,0.57719
1878,0.583
1879,0.58893
1880,0.59499
1881,0.60115
1882,0.60742
